Origin;Transport Mode;Indicator;Footnoote;Missing value notes;Value
Middle-income developing economies;Sea;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.015
Middle-income developing economies;Railway;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.004
High-income developing economies;All modes;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.019
BRICS;Road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.011
European Union (2020 â€¦);Sea;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.017
European Union (2020 â€¦);Railway;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.004
European Union (2020 â€¦);Multimodal adjustment;Transport_cost_intensity_in_US_per_tonkm_Value;;Not applicable;
G20 (Group of Twenty);Air;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.325
G20 (Group of Twenty);Railway;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.005
G20 (Group of Twenty);Road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.007
OECD (Organisation for Economic Cooperation and Development);Other modes;Transport_cost_intensity_in_US_per_tonkm_Value;;Not available or not separately reported;
OECD (Organisation for Economic Cooperation and Development);Railway;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.006
OECD (Organisation for Economic Cooperation and Development);Road;Transport_cost_intensity_in_US_per_tonkm_Value;Experimental;;0.007
Albania;Railway;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.001
Albania;Multimodal adjustment;Transport_cost_intensity_in_US_per_1000_km_Value;;Not applicable;
Algeria;Railway;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.035
Angola;All modes;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.038
Angola;Road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.001
Anguilla;Multimodal adjustment;Transport_cost_intensity_in_US_per_1000_km_Value;;Not applicable;
Argentina;All modes;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.016
Argentina;Air;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.04
Argentina;Multimodal adjustment;Transport_cost_intensity_in_US_per_1000_km_Value;;Not applicable;
Armenia;Other modes;Transport_cost_intensity_in_US_per_1000_km_Value;;Not available or not separately reported;
Aruba;Sea;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.008
Australia;Air;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.01
Austria;All modes;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.009
Austria;Air;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.011
Azerbaijan;Road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.004
Bahamas;Multimodal adjustment;Transport_cost_intensity_in_US_per_1000_km_Value;;Not applicable;
Bahrain;Other modes;Transport_cost_intensity_in_US_per_1000_km_Value;;Not available or not separately reported;
Bahrain;Sea;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.03
Bahrain;Road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.031
Bahrain;Multimodal adjustment;Transport_cost_intensity_in_US_per_1000_km_Value;;Not applicable;
Bangladesh;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.002
Bangladesh;Railway;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.002
Barbados;All modes;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.011
Barbados;Other modes;Transport_cost_intensity_in_US_per_1000_km_Value;;Not available or not separately reported;
Barbados;Multimodal adjustment;Transport_cost_intensity_in_US_per_1000_km_Value;;Not applicable;
Belarus;Sea;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.01
Belgium;Multimodal adjustment;Transport_cost_intensity_in_US_per_1000_km_Value;;Not applicable;
Belize;Other modes;Transport_cost_intensity_in_US_per_1000_km_Value;;Not available or not separately reported;
Belize;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.005
Belize;Sea;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.005
Belize;Multimodal adjustment;Transport_cost_intensity_in_US_per_1000_km_Value;;Not applicable;
Benin;Sea;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.005
Bermuda;All modes;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.012
Bermuda;Other modes;Transport_cost_intensity_in_US_per_1000_km_Value;;Not available or not separately reported;
Bolivia (Plurinational State of);Air;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.004
Bonaire, Sint Eustatius and Saba;Multimodal adjustment;Transport_cost_intensity_in_US_per_1000_km_Value;;Not applicable;
Bosnia and Herzegovina;Road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.01
Bosnia and Herzegovina;Multimodal adjustment;Transport_cost_intensity_in_US_per_1000_km_Value;;Not applicable;
Botswana;Road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.004
Bouvet Island;Multimodal adjustment;Transport_cost_intensity_in_US_per_1000_km_Value;;Not applicable;
Brazil;Air;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.027
Brazil;Sea;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.009
British Indian Ocean Territory;All modes;Transport_cost_intensity_in_US_per_1000_km_Value;;Not available or not separately reported;
British Indian Ocean Territory;Non-identified mode;Transport_cost_intensity_in_US_per_1000_km_Value;;Not available or not separately reported;
Brunei Darussalam;Other modes;Transport_cost_intensity_in_US_per_1000_km_Value;;Not available or not separately reported;
Brunei Darussalam;Sea;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.008
Bulgaria;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.022
Burundi;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.001
Cabo Verde;Multimodal adjustment;Transport_cost_intensity_in_US_per_1000_km_Value;;Not applicable;
Cambodia;All modes;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.002
Cambodia;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.001
Cameroon;All modes;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.006
Cameroon;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.006
Canada;All modes;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.007
Canada;Air;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.005
Canada;Sea;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.006
Cayman Islands;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.004
Central African Republic;Railway;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.0
Central African Republic;Road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.003
Chad;All modes;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.012
Chad;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.011
Chad;Sea;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.003
Chile;Air;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.007
China;Railway;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.002
China, Hong Kong SAR;Sea;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.011
China, Taiwan Province of;Sea;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.009
Colombia;Multimodal adjustment;Transport_cost_intensity_in_US_per_1000_km_Value;;Not applicable;
Congo;All modes;Transport_cost_intensity_in_US_per_1000_km_Value;;Not available or not separately reported;
Congo, Dem. Rep. of the;Railway;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.0
Congo, Dem. Rep. of the;Road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.009
Costa Rica;All modes;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.013
Cuba;Multimodal adjustment;Transport_cost_intensity_in_US_per_1000_km_Value;;Not applicable;
Curacao;Other modes;Transport_cost_intensity_in_US_per_1000_km_Value;;Not available or not separately reported;
Denmark;Sea;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.01
Denmark;Road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.007
Dominican Republic;Other modes;Transport_cost_intensity_in_US_per_1000_km_Value;;Not available or not separately reported;
Dominican Republic;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.005
Dominican Republic;Multimodal adjustment;Transport_cost_intensity_in_US_per_1000_km_Value;;Not applicable;
El Salvador;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.004
Estonia;Sea;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.008
Eswatini;Other modes;Transport_cost_intensity_in_US_per_1000_km_Value;;Not available or not separately reported;
Ethiopia;Road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.003
Falkland Islands (Malvinas);Air;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.005
Fiji;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.013
Fiji;Sea;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.013
Finland;All modes;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.008
Finland;Air;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.009
Finland;Railway;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.0
Finland;Road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.003
French Polynesia;All modes;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.006
French Polynesia;Sea;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.005
French Southern Territories;All modes;Transport_cost_intensity_in_US_per_1000_km_Value;;Not available or not separately reported;
Gabon;Air;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.014
Gambia;All modes;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.001
Gambia;Other modes;Transport_cost_intensity_in_US_per_1000_km_Value;;Not available or not separately reported;
Gambia;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.001
Gambia;Road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.0
Georgia;Railway;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.031
Georgia;Road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.026
Germany;All modes;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.008
Ghana;Other modes;Transport_cost_intensity_in_US_per_1000_km_Value;;Not available or not separately reported;
Ghana;Road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.002
Greece;Air;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.03
Grenada;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.016
Guinea;Other modes;Transport_cost_intensity_in_US_per_1000_km_Value;;Not available or not separately reported;
Guinea;Railway;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.0
Guyana;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.015
Guyana;Sea;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.015
Haiti;Multimodal adjustment;Transport_cost_intensity_in_US_per_1000_km_Value;;Not applicable;
Heard Island and McDonald Islands;All modes;Transport_cost_intensity_in_US_per_1000_km_Value;;Not available or not separately reported;
Hungary;Other modes;Transport_cost_intensity_in_US_per_1000_km_Value;;Not available or not separately reported;
Indonesia;Other modes;Transport_cost_intensity_in_US_per_1000_km_Value;;Not available or not separately reported;
Indonesia;Road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.0
Iraq;Air;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.067
Japan;All modes;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.008
Japan;Other modes;Transport_cost_intensity_in_US_per_1000_km_Value;;Not available or not separately reported;
Kazakhstan;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.003
Kazakhstan;Sea;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.005
Korea, Republic of;All modes;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.007
Kuwait;Other modes;Transport_cost_intensity_in_US_per_1000_km_Value;;Not available or not separately reported;
Kyrgyzstan;Road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.019
Lao People's Dem. Rep.;Air;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.006
Lao People's Dem. Rep.;Multimodal adjustment;Transport_cost_intensity_in_US_per_1000_km_Value;;Not applicable;
Lebanon;All modes;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.025
Lesotho;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.004
Lesotho;Multimodal adjustment;Transport_cost_intensity_in_US_per_1000_km_Value;;Not applicable;
Libya;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.028
Libya;Air;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.023
Malawi;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.006
Malawi;Air;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.235
Malawi;Sea;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.015
Malawi;Railway;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.0
Malaysia;Air;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.011
Malaysia;Railway;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.001
Maldives;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.015
Mali;Sea;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.008
Mali;Multimodal adjustment;Transport_cost_intensity_in_US_per_1000_km_Value;;Not applicable;
Malta;Road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.0
Malta;Multimodal adjustment;Transport_cost_intensity_in_US_per_1000_km_Value;;Not applicable;
Marshall Islands;Other modes;Transport_cost_intensity_in_US_per_1000_km_Value;;Not available or not separately reported;
Mauritania;Other modes;Transport_cost_intensity_in_US_per_1000_km_Value;;Not available or not separately reported;
Mauritius;Other modes;Transport_cost_intensity_in_US_per_1000_km_Value;;Not available or not separately reported;
Mauritius;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.011
Mauritius;Multimodal adjustment;Transport_cost_intensity_in_US_per_1000_km_Value;;Not applicable;
Mexico;Sea;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.008
Mexico;Multimodal adjustment;Transport_cost_intensity_in_US_per_1000_km_Value;;Not applicable;
Micronesia (Federated States of);Other modes;Transport_cost_intensity_in_US_per_1000_km_Value;;Not available or not separately reported;
Micronesia (Federated States of);Air;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.004
Moldova, Republic of;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.003
Moldova, Republic of;Air;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.059
Moldova, Republic of;Railway;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.001
Mongolia;Other modes;Transport_cost_intensity_in_US_per_1000_km_Value;;Not available or not separately reported;
Mongolia;Sea;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.004
Mongolia;Railway;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.0
Mongolia;Road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.001
Montenegro;All modes;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.01
Montenegro;Road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.014
Mozambique;Subtotal: air, sea, rail, road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.016
Mozambique;Air;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.024
Myanmar;Other modes;Transport_cost_intensity_in_US_per_1000_km_Value;;Not available or not separately reported;
Namibia;Air;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.048
Namibia;Sea;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.026
Namibia;Road;Transport_cost_intensity_in_US_per_1000_km_Value;Experimental;;0.016
